city,fetched_at,station_timestamp,aqi,openweather_aqi_scale,pm25,pm10,o3,no2,so2,co,hour,day,month,day_of_week,aqi_change_rate,is_backfilled,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,precipitation,cloud_cover,boundary_layer_height,ventilation_index,wind_speed_24h_mean,wind_u,wind_v,humidity,pressure,temperature,wind
Karachi,2022-07-19 18:00:00+00:00,2022-07-19 18:00:00+00:00,87,4.0,29.0,44.13,35.05,3.04,1.43,236.99,18,19,7,1,2.0,True,28.7,86.0,26.1,1001.1,21.7,228.0,30.6,0.0,100.0,570.0,12369.0,15.941666666666668,16.12624271285945,14.520134157987227,,,,
Karachi,2022-07-19 19:00:00+00:00,2022-07-19 19:00:00+00:00,87,4.0,29.13,54.5,34.33,2.7,1.33,230.31,19,19,7,1,0.0,True,28.4,87.0,26.1,1000.7,22.2,230.0,31.0,0.0,100.0,560.0,12432.0,16.195833333333333,17.00618663724131,14.269884935041176,,,,
Karachi,2022-07-19 20:00:00+00:00,2022-07-19 20:00:00+00:00,92,4.0,31.54,65.21,33.97,2.14,1.28,223.64,20,19,7,1,5.0,True,28.4,87.0,26.1,1000.4,23.6,231.0,32.8,0.0,100.0,530.0,12508.0,16.579166666666666,18.34064469038452,14.851961228776156,,,,
Karachi,2022-07-19 21:00:00+00:00,2022-07-19 21:00:00+00:00,96,4.0,33.65,66.56,34.33,1.46,1.28,220.3,21,19,7,1,4.0,True,28.1,89.0,26.1,999.6,23.9,236.0,33.8,0.0,100.0,540.0,12906.0,16.966666666666665,19.813997984065487,13.364710392950858,,,,
Karachi,2022-07-19 22:00:00+00:00,2022-07-19 22:00:00+00:00,96,4.0,33.62,60.3,34.69,1.08,1.27,220.3,22,19,7,1,0.0,True,28.0,89.0,26.1,999.4,24.2,240.0,33.8,0.0,100.0,475.0,11495.0,17.412499999999998,20.95781477158341,12.10000000000001,,,,
Karachi,2022-07-19 23:00:00+00:00,2022-07-19 23:00:00+00:00,96,4.0,33.44,56.28,35.41,1.03,1.33,220.3,23,19,7,1,0.0,True,27.9,90.0,26.2,999.6,22.4,242.0,33.8,0.0,96.0,480.0,10752.0,17.829166666666666,19.778026080039965,10.516163006403952,,,,
Karachi,2022-07-20 00:00:00+00:00,2022-07-20 00:00:00+00:00,95,4.0,33.25,53.55,35.41,1.06,1.39,223.64,0,20,7,2,-1.0,True,28.2,90.0,26.4,999.6,18.2,245.0,31.3,0.0,82.0,505.0,9191.0,18.225,16.494801724067024,7.691652363680738,,,,
Karachi,2022-07-22 01:00:00+00:00,2022-07-22 01:00:00+00:00,84,4.0,27.69,46.4,46.49,1.35,1.62,210.29,1,22,7,4,-11.0,True,27.6,88.0,25.4,1002.7,20.5,248.0,29.5,0.1,35.0,540.0,11070.0,29.000000000000004,19.00726901861914,7.679435165026202,,,,
Karachi,2022-07-22 02:00:00+00:00,2022-07-22 02:00:00+00:00,89,4.0,30.32,49.53,45.42,1.91,1.79,216.96,2,22,7,4,5.0,True,27.9,86.0,25.4,1003.4,19.8,245.0,28.4,0.1,100.0,565.0,11187.0,28.5875,17.944894183325665,8.367841582465859,,,,
Karachi,2022-07-22 03:00:00+00:00,2022-07-22 03:00:00+00:00,95,4.0,33.1,52.9,42.92,4.11,2.0,243.66,3,22,7,4,6.0,True,28.0,85.0,25.2,1004.1,21.0,248.0,31.7,0.1,100.0,580.0,12180.0,28.1,19.470860945902533,7.866738461734158,,,,
Karachi,2022-07-22 04:00:00+00:00,2022-07-22 04:00:00+00:00,100,4.0,35.45,57.52,38.98,7.88,2.35,287.06,4,22,7,4,5.0,True,28.1,86.0,25.5,1004.4,19.3,249.0,31.0,0.1,100.0,600.0,11580.0,27.541666666666668,18.018102231396,6.916501426224304,,,,
Karachi,2022-07-22 05:00:00+00:00,2022-07-22 05:00:00+00:00,103,4.0,36.21,59.87,40.77,7.54,2.38,283.72,5,22,7,4,3.0,True,28.8,82.0,25.5,1004.0,23.3,248.0,35.3,0.1,100.0,655.0,15261.5,27.15,21.603383811406147,8.728333626590757,,,,
Karachi,2022-07-22 06:00:00+00:00,2022-07-22 06:00:00+00:00,101,4.0,35.54,59.6,46.49,5.14,2.32,263.69,6,22,7,4,-2.0,True,29.3,81.0,25.6,1003.5,25.0,245.0,38.2,0.0,99.0,800.0,20000.0,26.83333333333333,22.657694675916243,10.5654565435175,,,,
Karachi,2022-07-22 07:00:00+00:00,2022-07-22 07:00:00+00:00,96,4.0,33.43,54.97,50.07,3.86,2.15,247.0,7,22,7,4,-5.0,True,29.9,78.0,25.6,1003.1,26.2,243.0,40.7,0.0,100.0,765.0,20043.0,26.52083333333333,23.344370933735235,11.894551093176128,,,,
Karachi,2022-07-22 08:00:00+00:00,2022-07-22 08:00:00+00:00,93,4.0,31.97,53.69,49.35,3.86,2.21,243.66,8,22,7,4,-3.0,True,30.1,77.0,25.5,1002.5,26.1,242.0,40.7,0.1,100.0,935.0,24403.5,26.266666666666666,23.044932173618,12.25320778871175,,,,
Karachi,2022-07-22 09:00:00+00:00,2022-07-22 09:00:00+00:00,92,4.0,31.57,58.54,47.21,4.16,2.18,250.34,9,22,7,4,-1.0,True,30.1,77.0,25.6,1002.1,25.0,240.0,40.0,0.2,100.0,790.0,19750.0,25.9875,21.65063509461096,12.50000000000001,,,,
Karachi,2022-07-22 10:00:00+00:00,2022-07-22 10:00:00+00:00,92,4.0,31.57,67.14,45.06,4.16,2.09,250.34,10,22,7,4,0.0,True,30.0,77.0,25.5,1001.7,23.5,241.0,38.2,0.1,96.0,725.0,17037.5,25.625,20.5535631177758,11.393026075788915,,,,
Karachi,2022-07-22 11:00:00+00:00,2022-07-22 11:00:00+00:00,92,4.0,31.74,74.4,42.92,4.41,2.12,257.02,11,22,7,4,0.0,True,29.9,77.0,25.5,1001.1,24.0,244.0,36.4,0.1,47.0,750.0,18000.0,25.35,21.571057111180004,10.520907522937865,,,,
Karachi,2022-07-22 12:00:00+00:00,2022-07-22 12:00:00+00:00,88,4.0,29.96,73.87,40.41,5.06,2.09,263.69,12,22,7,4,-4.0,True,29.4,78.0,25.2,1001.6,19.3,249.0,36.0,0.0,59.0,670.0,12931.0,24.758333333333336,18.018102231396,6.916501426224304,,,,
Karachi,2022-07-22 13:00:00+00:00,2022-07-22 13:00:00+00:00,85,4.0,28.49,72.84,36.48,7.11,2.06,287.06,13,22,7,4,-3.0,True,29.1,80.0,25.2,1001.3,18.2,243.0,28.8,0.0,94.0,595.0,10829.0,24.175,16.216318740228292,8.262627095259754,,,,
Karachi,2022-07-22 14:00:00+00:00,2022-07-22 14:00:00+00:00,84,4.0,27.63,75.23,33.97,8.31,1.94,290.39,14,22,7,4,-1.0,True,28.7,82.0,25.3,1001.6,17.2,244.0,26.3,0.0,100.0,550.0,9460.0,23.637500000000003,15.459257596345669,7.539983724772137,,,,
Karachi,2022-07-22 15:00:00+00:00,2022-07-22 15:00:00+00:00,84,4.0,27.6,77.56,35.41,6.6,1.79,270.37,15,22,7,4,0.0,True,28.5,84.0,25.5,1001.5,16.7,245.0,24.1,0.0,85.0,520.0,8684.0,23.1,15.13534004351205,7.057724971069689,,,,
Karachi,2022-07-22 16:00:00+00:00,2022-07-22 16:00:00+00:00,83,4.0,27.17,78.58,36.84,5.23,1.79,253.68,16,22,7,4,-1.0,True,28.4,84.0,25.5,1001.9,17.6,247.0,24.1,0.0,36.0,530.0,9328.0,22.64583333333333,16.20088542076295,6.87686786141122,,,,
Karachi,2022-07-22 17:00:00+00:00,2022-07-22 17:00:00+00:00,79,4.0,25.2,75.17,38.27,3.77,1.61,236.99,17,22,7,4,-4.0,True,28.3,85.0,25.5,1002.2,19.9,248.0,27.7,0.0,62.0,550.0,10945.0,22.308333333333334,18.450958705879067,7.454671208976654,,,,
Karachi,2022-07-22 18:00:00+00:00,2022-07-22 18:00:00+00:00,72,4.0,22.17,64.17,39.34,3.04,1.46,230.31,18,22,7,4,-7.0,True,28.3,85.0,25.6,1002.3,20.8,242.0,28.8,0.0,100.0,565.0,11752.0,22.008333333333336,18.36530993146568,9.765008505946527,,,,
Karachi,2022-07-22 19:00:00+00:00,2022-07-22 19:00:00+00:00,68,4.0,20.37,52.95,40.05,2.72,1.34,226.97,19,22,7,4,-4.0,True,28.2,86.0,25.6,1001.9,21.8,248.0,30.6,0.0,99.0,545.0,11881.0,21.89583333333333,20.21260802955596,8.166423736466887,,,,
Karachi,2022-07-22 20:00:00+00:00,2022-07-22 20:00:00+00:00,70,4.0,20.91,53.86,40.41,2.27,1.31,220.3,20,22,7,4,2.0,True,28.0,87.0,25.6,1001.4,20.1,255.0,30.2,0.0,100.0,545.0,10954.5,21.7125,19.41510910841028,5.202262806560665,,,,
Karachi,2022-07-22 21:00:00+00:00,2022-07-22 21:00:00+00:00,71,4.0,21.82,56.34,41.84,1.24,1.1,210.29,21,22,7,4,1.0,True,27.8,89.0,25.7,1000.8,20.9,255.0,28.8,0.0,99.0,530.0,11077.0,21.5375,20.187849769441527,5.40931804264268,,,,
Karachi,2022-07-22 22:00:00+00:00,2022-07-22 22:00:00+00:00,71,4.0,21.54,52.29,41.84,0.89,1.07,206.95,22,22,7,4,0.0,True,27.6,89.0,25.7,1000.5,22.5,257.0,31.3,0.0,100.0,515.0,11587.5,21.429166666666664,21.92332645766779,5.061398722736969,,,,
Karachi,2022-07-22 23:00:00+00:00,2022-07-22 23:00:00+00:00,70,3.0,21.0,48.1,41.48,0.84,1.12,206.95,23,22,7,4,-1.0,True,27.4,91.0,25.7,1000.3,21.9,261.0,31.7,0.0,100.0,535.0,11716.5,21.3375,21.63037465903352,3.42591478438106,,,,
Karachi,2022-07-23 00:00:00+00:00,2022-07-23 00:00:00+00:00,71,3.0,21.47,49.86,40.77,0.86,1.18,206.95,0,23,7,5,1.0,True,27.8,88.0,25.7,1000.5,18.7,270.0,31.0,0.0,100.0,500.0,9350.0,21.22083333333333,18.7,3.4351342716083256e-15,,,,
Karachi,2022-07-23 01:00:00+00:00,2022-07-23 01:00:00+00:00,74,4.0,22.86,55.01,40.05,1.08,1.34,210.29,1,23,7,5,3.0,True,27.8,89.0,25.7,1001.0,18.1,276.0,25.9,0.0,100.0,450.0,8145.000000000001,21.120833333333334,18.00084630616575,-1.8919651851445192,,,,
Karachi,2022-07-23 02:00:00+00:00,2022-07-23 02:00:00+00:00,77,4.0,24.31,63.04,39.34,1.63,1.55,216.96,2,23,7,5,3.0,True,27.9,88.0,25.8,1001.4,17.0,276.0,24.8,0.0,100.0,445.0,7565.0,21.004166666666663,16.90687222126065,-1.7769838755501008,,,,
Karachi,2022-07-23 03:00:00+00:00,2022-07-23 03:00:00+00:00,78,4.0,25.03,64.57,36.84,3.73,1.83,243.66,3,23,7,5,1.0,True,28.0,87.0,25.6,1001.7,19.7,278.0,27.7,0.0,100.0,460.0,9062.0,20.95,19.50828095420893,-2.741710088913289,,,,
Karachi,2022-07-23 04:00:00+00:00,2022-07-23 04:00:00+00:00,79,4.0,25.23,62.08,33.26,7.11,2.18,290.39,4,23,7,5,1.0,True,28.0,87.0,25.6,1001.9,19.1,270.0,28.1,0.0,100.0,520.0,9932.0,20.941666666666663,19.1,3.508613079557167e-15,,,,
Karachi,2022-07-23 05:00:00+00:00,2022-07-23 05:00:00+00:00,77,4.0,24.7,54.94,33.97,6.85,2.09,287.06,5,23,7,5,-2.0,True,28.8,83.0,25.5,1001.7,21.8,261.0,31.0,0.0,100.0,550.0,11990.0,20.879166666666663,21.531605824974,3.410271337877037,,,,
Karachi,2022-07-23 06:00:00+00:00,2022-07-23 06:00:00+00:00,77,4.0,24.64,52.78,37.19,4.93,1.94,267.03,6,23,7,5,0.0,True,29.1,81.0,25.5,1001.5,23.7,256.0,34.2,0.0,100.0,670.0,15879.0,20.825,22.99600871274112,5.733548925712126,,,,
Karachi,2022-07-23 07:00:00+00:00,2022-07-23 07:00:00+00:00,77,4.0,24.62,50.48,39.34,3.77,1.77,257.02,7,23,7,5,0.0,True,29.4,80.0,25.6,1001.3,25.5,257.0,37.4,0.1,100.0,740.0,18870.0,20.79583333333333,24.84643665202349,5.736251885768564,,,,
Karachi,2022-07-23 08:00:00+00:00,2022-07-23 08:00:00+00:00,79,4.0,25.2,50.44,39.34,3.77,1.82,257.02,8,23,7,5,2.0,True,29.3,81.0,25.8,1000.6,24.0,257.0,38.2,0.1,100.0,590.0,14160.0,20.70833333333333,23.38488155484564,5.398825304252766,,,,
Karachi,2022-07-23 09:00:00+00:00,2022-07-23 09:00:00+00:00,83,4.0,27.12,59.93,38.27,4.2,1.79,257.02,9,23,7,5,4.0,True,29.8,79.0,25.7,999.8,24.3,255.0,36.4,0.2,100.0,675.0,16402.5,20.679166666666664,23.47199757882436,6.289302795991252,,,,
Karachi,2022-07-23 10:00:00+00:00,2022-07-23 10:00:00+00:00,88,4.0,29.66,78.32,37.55,4.07,1.67,253.68,10,23,7,5,5.0,True,29.7,79.0,25.7,999.3,26.6,261.0,40.0,0.2,100.0,655.0,17423.0,20.808333333333334,26.272509859830663,4.1611567700701455,,,,
Karachi,2022-07-23 11:00:00+00:00,2022-07-23 11:00:00+00:00,91,4.0,30.96,94.99,36.84,3.81,1.59,247.0,11,23,7,5,3.0,True,29.5,81.0,25.9,998.7,27.3,262.0,40.0,0.0,100.0,640.0,17472.0,20.945833333333333,27.03431827664487,3.799425656209773,,,,
Karachi,2022-07-23 12:00:00+00:00,2022-07-23 12:00:00+00:00,89,5.0,30.45,100.95,35.76,3.81,1.46,243.66,12,23,7,5,-2.0,True,29.7,78.0,25.5,998.7,27.6,258.0,40.3,0.0,100.0,690.0,19044.0,21.291666666666668,26.99687378025304,5.73836266657017,,,,
Karachi,2022-07-23 13:00:00+00:00,2022-07-23 13:00:00+00:00,86,5.0,28.99,105.28,33.97,4.88,1.43,253.68,13,23,7,5,-3.0,True,29.2,81.0,25.7,998.5,27.3,257.0,40.3,0.0,100.0,650.0,17745.0,21.67083333333333,26.60030276863692,6.141163783587522,,,,
Karachi,2022-07-23 14:00:00+00:00,2022-07-23 14:00:00+00:00,82,5.0,26.93,112.1,33.26,5.44,1.4,257.02,14,23,7,5,-4.0,True,28.9,83.0,25.8,999.0,23.9,263.0,38.9,0.0,100.0,585.0,13981.5,21.95,23.721853024227595,2.912677307383017,,,,
Karachi,2022-07-23 15:00:00+00:00,2022-07-23 15:00:00+00:00,76,5.0,24.29,112.28,34.33,4.46,1.34,247.0,15,23,7,5,-6.0,True,28.6,85.0,25.9,999.4,22.0,266.0,33.5,0.0,100.0,565.0,12430.0,22.17083333333333,21.94640910571613,1.5346424223707626,,,,
Karachi,2022-07-23 16:00:00+00:00,2022-07-23 16:00:00+00:00,73,5.0,22.46,111.43,35.05,3.64,1.33,243.66,16,23,7,5,-3.0,True,28.6,84.0,25.7,999.5,24.6,255.0,34.2,0.0,100.0,585.0,14391.0,22.4625,23.76177532671108,6.366948509522008,,,,
Karachi,2022-07-23 17:00:00+00:00,2022-07-23 17:00:00+00:00,70,5.0,21.25,106.49,36.12,2.59,1.16,236.99,17,23,7,5,-3.0,True,28.6,85.0,25.8,1000.0,25.1,254.0,34.9,0.0,100.0,605.0,15185.5,22.679166666666664,24.12766856805181,6.918497631006672,,,,
Karachi,2022-07-23 18:00:00+00:00,2022-07-23 18:00:00+00:00,69,5.0,20.5,102.0,36.48,2.03,1.04,233.65,18,23,7,5,-1.0,True,28.5,86.0,25.9,1000.4,24.8,257.0,34.9,0.0,100.0,620.0,15376.0,22.84583333333333,24.16437760667383,5.578786147727858,,,,
Karachi,2022-07-23 19:00:00+00:00,2022-07-23 19:00:00+00:00,66,4.0,19.46,85.49,36.48,1.86,0.97,233.65,19,23,7,5,-3.0,True,28.4,86.0,25.9,1000.1,25.0,258.0,34.6,0.0,100.0,625.0,15625.0,22.979166666666668,24.45369001834514,5.197792270443995,,,,
Karachi,2022-07-23 20:00:00+00:00,2022-07-23 20:00:00+00:00,68,4.0,20.1,76.27,36.84,1.65,1.0,230.31,20,23,7,5,2.0,True,27.9,88.0,25.8,999.6,26.5,263.0,36.7,0.0,100.0,630.0,16695.0,23.245833333333334,26.30247301849504,3.2295376002364,,,,
Karachi,2022-07-23 21:00:00+00:00,2022-07-23 21:00:00+00:00,72,4.0,22.26,78.17,36.84,1.19,1.07,220.3,21,23,7,5,4.0,True,27.7,90.0,25.8,999.0,24.6,264.0,36.7,0.0,100.0,650.0,15990.000000000002,23.4,24.465238626059527,2.571400196384273,,,,
Karachi,2022-07-23 22:00:00+00:00,2022-07-23 22:00:00+00:00,77,4.0,24.34,83.74,36.84,0.88,1.07,213.62,22,23,7,5,5.0,True,27.6,89.0,25.7,998.8,22.7,268.0,34.2,0.1,100.0,640.0,14528.0,23.40833333333333,22.68617177333347,0.7922185751467874,,,,
Karachi,2022-07-23 23:00:00+00:00,2022-07-23 23:00:00+00:00,80,4.0,26.05,85.9,36.84,0.74,1.06,211.95,23,23,7,5,3.0,True,27.7,89.0,25.6,998.6,23.0,270.0,34.2,0.0,100.0,620.0,14260.0,23.454166666666666,23.0,4.225031457058368e-15,,,,
Karachi,2022-07-24 00:00:00+00:00,2022-07-24 00:00:00+00:00,84,4.0,27.65,86.56,36.84,0.68,1.04,211.95,0,24,7,6,4.0,True,27.1,90.0,25.2,998.2,20.2,286.0,34.6,0.2,100.0,600.0,12120.0,23.516666666666666,19.41748625795404,-5.567874587503387,,,,
Karachi,2022-07-24 01:00:00+00:00,2022-07-24 01:00:00+00:00,85,4.0,28.55,84.66,36.84,0.85,1.16,213.62,1,24,7,6,1.0,True,27.2,89.0,25.3,998.3,18.8,287.0,28.8,0.5,100.0,530.0,9964.0,23.54583333333333,17.97852941210507,-5.4965880487874506,,,,
Karachi,2022-07-24 02:00:00+00:00,2022-07-24 02:00:00+00:00,81,4.0,26.53,71.37,36.48,1.41,1.4,220.3,2,24,7,6,-4.0,True,27.5,87.0,25.1,998.9,19.1,286.0,28.1,0.3,100.0,465.0,8881.5,23.633333333333336,18.36009839242189,-5.264673496104689,,,,
Karachi,2022-07-24 03:00:00+00:00,2022-07-24 03:00:00+00:00,78,4.0,24.99,60.26,34.33,3.73,1.82,250.34,3,24,7,6,-3.0,True,27.9,85.0,25.1,999.0,20.9,281.0,29.5,0.3,100.0,440.0,9196.0,23.683333333333334,20.51600813405618,-3.987908003369775,,,,
Karachi,2022-07-24 04:00:00+00:00,2022-07-24 04:00:00+00:00,73,3.0,22.67,47.03,30.76,7.28,2.21,297.07,4,24,7,6,-5.0,True,28.3,84.0,25.2,998.8,22.7,274.0,31.7,0.2,100.0,410.0,9307.0,23.83333333333333,22.64470394089801,-1.5834719539916424,,,,
Karachi,2022-07-24 05:00:00+00:00,2022-07-24 05:00:00+00:00,70,3.0,21.07,41.51,31.83,6.51,2.03,283.72,5,24,7,6,-3.0,True,28.8,80.0,25.1,998.9,24.5,273.0,34.9,0.2,100.0,400.0,9800.0,23.945833333333336,24.46642360148705,-1.282230927952127,,,,
Karachi,2022-07-24 06:00:00+00:00,2022-07-24 06:00:00+00:00,68,3.0,20.4,40.22,34.33,4.37,1.79,257.02,6,24,7,6,-2.0,True,28.9,80.0,25.0,998.8,28.1,266.0,39.6,3.6,100.0,445.0,12504.5,24.129166666666663,28.031549812301066,1.960156912209929,,,,
Karachi,2022-07-24 07:00:00+00:00,2022-07-24 07:00:00+00:00,63,3.0,17.71,37.24,34.69,3.21,1.45,240.33,7,24,7,6,-5.0,True,27.3,90.0,25.5,998.7,24.9,265.0,41.8,13.0,100.0,485.0,12076.5,24.104166666666668,24.805247982484463,2.17017799441669,,,,
Karachi,2022-07-24 08:00:00+00:00,2022-07-24 08:00:00+00:00,56,2.0,14.65,33.6,33.97,3.26,1.42,240.33,8,24,7,6,-7.0,True,27.4,91.0,25.8,998.0,24.7,262.0,35.3,14.8,100.0,470.0,11609.0,24.13333333333333,24.459621297916787,3.437575593713604,,,,
Karachi,2022-07-24 09:00:00+00:00,2022-07-24 09:00:00+00:00,53,2.0,13.28,31.57,32.54,3.6,1.37,243.66,9,24,7,6,-3.0,True,27.2,92.0,25.8,997.2,24.5,271.0,34.6,13.6,100.0,495.0,12127.5,24.141666666666666,24.496268531331587,-0.4275839577134367,,,,
Karachi,2022-07-24 10:00:00+00:00,2022-07-24 10:00:00+00:00,51,2.0,12.39,31.24,31.11,4.07,1.36,247.0,10,24,7,6,-2.0,True,27.2,92.0,25.8,996.5,30.3,260.0,40.7,19.2,100.0,465.0,14089.5,24.29583333333333,29.839674916269903,5.261539783307989,,,,
Karachi,2022-07-24 11:00:00+00:00,2022-07-24 11:00:00+00:00,51,3.0,12.3,35.16,29.33,5.1,1.56,257.02,11,24,7,6,0.0,True,27.2,90.0,25.4,996.1,27.0,251.0,42.5,38.4,100.0,465.0,12555.0,24.28333333333333,25.52900154118156,8.79034017034323,,,,
Karachi,2022-07-24 12:00:00+00:00,2022-07-24 12:00:00+00:00,53,3.0,13.0,42.23,27.54,6.34,1.67,270.37,12,24,7,6,2.0,True,27.6,90.0,25.8,996.7,25.6,302.0,39.6,43.2,100.0,525.0,13440.0,24.200000000000003,21.71003126160451,-13.56593316437004,,,,
Karachi,2022-07-24 13:00:00+00:00,2022-07-24 13:00:00+00:00,53,3.0,12.92,41.93,25.75,8.31,1.82,293.73,13,24,7,6,0.0,True,27.9,87.0,25.6,996.5,27.4,300.0,38.5,0.9,100.0,535.0,14659.0,24.204166666666666,23.729096063693618,-13.700000000000005,,,,
Karachi,2022-07-24 14:00:00+00:00,2022-07-24 14:00:00+00:00,46,2.0,11.12,27.88,25.03,9.25,2.09,307.08,14,24,7,6,-7.0,True,27.9,87.0,25.4,997.0,25.5,306.0,38.2,0.4,100.0,540.0,13770.0,24.27083333333333,20.629933356561164,-14.98852393345806,,,,
Karachi,2022-07-24 15:00:00+00:00,2022-07-24 15:00:00+00:00,41,1.0,9.89,19.41,26.82,8.65,2.41,303.75,15,24,7,6,-5.0,True,27.7,87.0,25.4,997.3,26.1,309.0,37.1,0.2,100.0,475.0,12397.5,24.441666666666663,20.28350959402694,-16.42526220640076,,,,
Karachi,2022-07-24 16:00:00+00:00,2022-07-24 16:00:00+00:00,39,1.0,9.48,15.76,27.89,8.83,3.13,320.43,16,24,7,6,-2.0,True,27.6,88.0,25.5,997.5,27.2,313.0,37.1,0.1,100.0,410.0,11152.0,24.55,19.89282068404145,-18.55035539369994,,,,
Karachi,2022-07-24 17:00:00+00:00,2022-07-24 17:00:00+00:00,36,1.0,8.68,13.82,30.04,7.97,3.22,323.77,17,24,7,6,-3.0,True,26.7,90.0,24.9,998.0,22.7,318.0,40.0,2.8,100.0,360.0,8172.0,24.450000000000003,15.18926476434608,-16.86938753833685,,,,
Karachi,2022-07-24 18:00:00+00:00,2022-07-24 18:00:00+00:00,32,1.0,7.74,12.14,31.47,7.28,3.07,323.77,18,24,7,6,-4.0,True,27.0,91.0,25.3,998.0,18.3,328.0,31.3,10.3,100.0,320.0,5856.0,24.179166666666664,9.697522535467666,-15.519280159662586,,,,
Karachi,2022-07-24 19:00:00+00:00,2022-07-24 19:00:00+00:00,29,1.0,6.9,10.1,32.9,7.03,3.04,327.11,19,24,7,6,-3.0,True,26.7,93.0,25.5,997.9,18.0,327.0,25.6,7.8,100.0,290.0,5220.0,23.8875,9.803502630270486,-15.096070223017634,,,,
Karachi,2022-07-24 20:00:00+00:00,2022-07-24 20:00:00+00:00,26,1.0,6.28,7.72,34.69,6.94,3.61,337.12,20,24,7,6,-3.0,True,26.7,93.0,25.5,997.2,22.8,325.0,31.3,4.4,100.0,265.0,6042.0,23.73333333333333,13.07754274880386,-18.67666660978901,,,,
Karachi,2022-07-24 21:00:00+00:00,2022-07-24 21:00:00+00:00,27,1.0,6.42,7.18,36.84,7.28,4.95,360.49,21,24,7,6,1.0,True,26.9,92.0,25.4,996.4,20.6,327.0,31.7,2.6,100.0,235.0,4841.0,23.566666666666663,11.219564121309556,-17.276613699675735,,,,
Karachi,2022-07-24 22:00:00+00:00,2022-07-24 22:00:00+00:00,29,1.0,6.99,7.62,40.05,7.11,5.9,377.18,22,24,7,6,2.0,True,26.3,94.0,25.2,996.2,16.8,332.0,28.4,4.9,100.0,210.0,3528.0,23.320833333333336,7.887122254802966,-14.833519560029972,,,,
Karachi,2022-07-24 23:00:00+00:00,2022-07-24 23:00:00+00:00,33,1.0,7.97,8.64,41.13,7.71,7.15,397.21,23,24,7,6,4.0,True,25.9,95.0,25.1,996.5,15.1,320.0,25.6,7.1,100.0,180.0,2718.0,22.99166666666667,9.706092906266749,-11.567271091096565,,,,
Karachi,2022-07-25 00:00:00+00:00,2022-07-25 00:00:00+00:00,39,1.0,9.44,10.19,40.05,9.25,8.94,423.91,0,25,7,0,6.0,True,26.6,92.0,25.2,997.1,14.2,297.0,23.0,6.5,100.0,100.0,1420.0,22.741666666666664,12.652292643474825,-6.446665096301562,,,,
Karachi,2022-07-25 01:00:00+00:00,2022-07-25 01:00:00+00:00,45,2.0,10.94,11.78,37.19,11.31,10.73,453.95,1,25,7,0,6.0,True,26.5,94.0,25.4,997.2,13.5,286.0,20.5,7.1,100.0,120.0,1620.0,22.52083333333333,12.977032895167303,-3.721104303529492,,,,
Karachi,2022-07-25 02:00:00+00:00,2022-07-25 02:00:00+00:00,45,2.0,10.7,11.64,35.05,11.31,9.3,453.95,2,25,7,0,0.0,True,26.7,93.0,25.5,997.7,12.6,290.0,19.1,2.4,100.0,135.0,1701.0,22.25,11.840127021902449,-4.309453805903419,,,,
Karachi,2022-07-25 03:00:00+00:00,2022-07-25 03:00:00+00:00,35,1.0,8.34,9.46,29.68,12.0,6.62,417.23,3,25,7,0,-10.0,True,26.9,93.0,25.6,997.8,12.1,280.0,18.4,2.1,100.0,225.0,2722.5,21.883333333333336,11.916173811447718,-2.1011429497698524,,,,
Karachi,2022-07-25 04:00:00+00:00,2022-07-25 04:00:00+00:00,22,1.0,5.34,6.53,24.32,13.02,4.41,380.52,4,25,7,0,-13.0,True,27.3,89.0,25.4,998.6,15.0,260.0,20.9,2.0,100.0,260.0,3900.0,21.5625,14.77211629518312,2.6047226650039548,,,,
Karachi,2022-07-25 05:00:00+00:00,2022-07-25 05:00:00+00:00,17,1.0,4.16,5.45,27.54,10.54,3.25,340.46,5,25,7,0,-5.0,True,27.4,89.0,25.4,998.6,16.5,260.0,23.0,3.3,100.0,295.0,4867.5,21.229166666666668,16.249327924701433,2.8651949315043503,,,,
Karachi,2022-07-25 06:00:00+00:00,2022-07-25 06:00:00+00:00,17,1.0,4.13,5.82,33.26,6.68,2.53,287.06,6,25,7,0,0.0,True,27.4,90.0,25.6,998.8,18.8,250.0,27.7,3.4,100.0,410.0,7708.0,20.841666666666665,17.666221270775075,6.4299786945225845,,,,
Karachi,2022-07-25 07:00:00+00:00,2022-07-25 07:00:00+00:00,18,1.0,4.24,6.49,35.05,4.93,2.09,257.02,7,25,7,0,1.0,True,28.2,84.0,25.1,998.5,21.9,243.0,32.0,2.6,100.0,540.0,11826.0,20.716666666666665,19.51304287972525,9.942391944296077,,,,
Karachi,2022-07-25 08:00:00+00:00,2022-07-25 08:00:00+00:00,18,1.0,4.48,7.02,34.33,4.76,2.0,250.34,8,25,7,0,0.0,True,28.2,84.0,25.2,998.4,23.4,239.0,35.6,1.7,100.0,590.0,13806.0,20.6625,20.057714836429422,12.051890952895272,,,,
Karachi,2022-07-25 09:00:00+00:00,2022-07-25 09:00:00+00:00,20,1.0,4.9,7.76,33.97,4.97,1.85,250.34,9,25,7,0,2.0,True,27.8,86.0,25.2,998.1,23.6,236.0,34.6,1.8,100.0,660.0,15576.000000000002,20.625,19.565286712298978,13.196952521909637,,,,
